pr_#,state,created_at,updated_at,closed_at,merged_at,title,body,url,issue_url,merge_sha,user
57,closed,2023-07-27 12:23:12,2023-09-25 04:12:50,2023-08-01 15:26:43,,Support build target `wasm32-unknown-unknown` in clang when `ENABLE_THREADS=OFF`,"Thanks for the review #56 yesterday!

I tried another approach, could you please review this one?

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [x] Tests for the changes have been added (for bug fixes / features)
- [x] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [x] Build was run locally and without warnings or errors
- [x] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [x] Refactoring (no functional changes, no api changes)
- [x] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
```
$ mkdir build && cd build
$ cmake .. -DENABLE_THREADS=OFF
$ make liblzma
[  0%] Building C object CMakeFiles/liblzma.dir/src/common/tuklib_physmem.c.obj                                       
[  1%] Building C object CMakeFiles/liblzma.dir/src/liblzma/check/check.c.obj                                         
In file included from /xz/src/liblzma/check/check.c:13:                                                               
In file included from /xz/src/liblzma/check/check.h:16:                                                               
In file included from /xz/src/liblzma/common/common.h:17:
In file included from /xz/src/common/mythread.h:84:
/wasi-sysroot/include/signal.h:2:2: error: ""wasm lacks signal support; to enable minimal signal emulation, compile with -D_WASI_EMULATED_SIGNAL and link with -lwasi-emulated-signal""
#error ""wasm lacks signal support; to enable minimal signal emulation, \
 ^
In file included from /xz/src/liblzma/check/check.c:13:
In file included from /xz/src/liblzma/check/check.h:16:
In file included from /xz/src/liblzma/common/common.h:17:
/xz/src/common/mythread.h:87:33: error: unknown type name 'sigset_t'
mythread_sigmask(int how, const sigset_t *restrict set,
                                ^
/xz/src/common/mythread.h:88:3: error: unknown type name 'sigset_t'
                sigset_t *restrict oset)
                ^
/xz/src/common/mythread.h:90:12: error: call to undeclared function 'sigprocmask'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
        int ret = sigprocmask(how, set, oset);
                  ^
4 errors generated.
make[3]: *** [CMakeFiles/liblzma.dir/build.make:90: CMakeFiles/liblzma.dir/src/liblzma/check/check.c.obj] Error 1
make[2]: *** [CMakeFiles/Makefile2:139: CMakeFiles/liblzma.dir/all] Error 2
make[1]: *** [CMakeFiles/Makefile2:146: CMakeFiles/liblzma.dir/rule] Error 2
make: *** [Makefile:179: liblzma] Error 2
```

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: 
#56 

## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->

- Changed to exclude signal functions not supported by WebAssembly, using the predefined `__wasm__` macro when the build target is set to wasm32 with clang.
This change allows `liblzma` to be built with the platform-independent `wasm32-uknown-unknown` target.
I believe this exclusion will work in the same way as the build when targeting Windows, so it will minimize unexpected changes.

## Does this introduce a breaking change?

- [ ] Yes
- [x] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information

Build tested on docker

`Dockerfile`
```docker
FROM ghcr.io/webassembly/wasi-sdk:latest

RUN apt update && apt install -y git

RUN git clone https://github.com/ChanTsune/xz.git

RUN mkdir -p ./xz/build

RUN cd xz && git fetch && git switch feature/liblzma/wasm

WORKDIR /xz/build

RUN cmake .. -DENABLE_THREADS=OFF

RUN CFLAGS=""-target wasm32-unknown-unknown"" make liblzma
```

```sh
$ docker build -t xz .
```

If you need, you can see the predefined macros when targeting wasm32 in clang by following commands
```
$ clang -E -dM -target wasm32-unknown-unknown -x c /dev/null
```
or if you want to check with the latest wasi-sdk clang
```sh
$ docker image pull ghcr.io/webassembly/wasi-sdk
$ docker run --rm -i ghcr.io/webassembly/wasi-sdk clang-16 -E -dM -target wasm32-unknown-unknown -x c /dev/null
```
",https://github.com/tukaani-project/xz/pull/57,https://api.github.com/repos/tukaani-project/xz/issues/57,d366205966631c1f7b3db8d908a6bb86885e1f0e,ChanTsune
56,closed,2023-07-26 13:10:20,2023-07-28 11:58:01,2023-07-27 11:38:40,,liblzma: Support wasi-sdk with `ENABLE_THREADS=OFF` option,"Hi! tukaani-project members!

In the process of my personal project, I made it possible to compile liblzma with WebAssembly as the target, so please use it if you like.

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [x] Tests for the changes have been added (for bug fixes / features)
- [x] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [x] Build was run locally and without warnings or errors
- [x] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [x] Refactoring (no functional changes, no api changes)
- [x] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
Build failed with rust+wasi-sdk.
```
""clang"" ""-O0"" ""-ffunction-sections"" ""-fdata-sections"" ""-fPIC"" ""-g"" ""-fno-omit-frame-pointer"" ""--target=wasm32-wasi"" ""--sysroot"" ""/wasi-sdk-20.0/share/wasi-sysroot"" ""-D_WASI_EMULATED_SIGNAL"" ""-I"" ""xz-5.2/src/liblzma/api"" ""-I"" ""xz-5.2/src/liblzma/lzma"" ""-I"" ""xz-5.2/src/liblzma/lz"" ""-I"" ""xz-5.2/src/liblzma/check"" ""-I"" ""xz-5.2/src/liblzma/simple"" ""-I"" ""xz-5.2/src/liblzma/delta"" ""-I"" ""xz-5.2/src/liblzma/common"" ""-I"" ""xz-5.2/src/liblzma/rangecoder"" ""-I"" ""xz-5.2/src/common"" ""-I"" ""/xz2-rs/lzma-sys"" ""-std=c99"" ""-pthread"" ""-DHAVE_CONFIG_H=1"" ""-o"" ""/xz2-rs/target/wasm32-wasi/debug/build/lzma-sys-7bbeecf3b4119da3/out/xz-5.2/src/liblzma/check/check.o"" ""-c"" ""xz-5.2/src/liblzma/check/check.c""
  cargo:warning=In file included from xz-5.2/src/liblzma/check/check.c:13:
  cargo:warning=In file included from xz-5.2/src/liblzma/check/check.h:16:
  cargo:warning=In file included from xz-5.2/src/liblzma/common/common.h:17:
  cargo:warning=xz-5.2/src/common/mythread.h:146:12: warning: call to undeclared function 'pthread_sigmask'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
  cargo:warning=        int ret = pthread_sigmask(how, set, oset);
  cargo:warning=                  ^
  cargo:warning=xz-5.2/src/common/mythread.h:160:2: warning: call to undeclared function 'sigfillset'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration]
  cargo:warning=        sigfillset(&all);
  cargo:warning=        ^
  cargo:warning=xz-5.2/src/common/mythread.h:162:19: error: use of undeclared identifier 'SIG_SETMASK'
  cargo:warning=        mythread_sigmask(SIG_SETMASK, &all, &old);
  cargo:warning=                         ^
  cargo:warning=xz-5.2/src/common/mythread.h:164:19: error: use of undeclared identifier 'SIG_SETMASK'
  cargo:warning=        mythread_sigmask(SIG_SETMASK, &old, NULL);
  cargo:warning=                         ^
  cargo:warning=2 warnings and 2 errors generated.
  exit status: 1
```

<!-- Related issue this PR addresses, if applicable -->
<!-- Related Issue URL: -->

## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->

- Optimize to include `mythread.h` only where necessary
- Build liblzma with `ENABLE_THREADS=OFF` now passes with the latest [wasi-sdk](https://github.com/WebAssembly/wasi-sdk/releases/tag/wasi-sdk-20)

## Does this introduce a breaking change?

- [ ] Yes
- [x] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information

<!-- Any other information that is important to this PR. -->",https://github.com/tukaani-project/xz/pull/56,https://api.github.com/repos/tukaani-project/xz/issues/56,ad304d8377ec5e9c978470a430c2c76acd34d30d,ChanTsune
53,closed,2023-06-23 10:23:07,2024-04-25 21:50:05,2023-06-27 15:59:41,,Replaced crc64_fast constructor with ifunc,"The ifunc attribute is a cleaner and marginally more performant
mechanism for dynamically choosing a routine at runtime.

The PR contains two parts:
1. The first replaces the crc64 construct with the ifunc resolver.
2. The second modifies the build process to account for the ifunc attribute.

HAVE_FUNC_ATTRIBUTE_IFUNC is set if ifuncs can be built
on the system. glibc has supported ifunc since version 2.11 (2009). Building for older machines
may want to manually disable ifunc support when building.
--disable-ifunc can be used with autotools and
USE_ATTR_IFUNC=OFF can be used with CMake to disable the check for ifunc support.
USE_ATTR_IFUNC defaults to ON for CMake and enable_ifunc defaults to yes for autotools.

More about ifuncs can be read [here](https://sourceware.org/glibc/wiki/GNU_IFUNC) or [here](https://www.agner.org/optimize/optimizing_cpp.pdf#page=142).


## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [X] Refactoring (no functional changes, no api changes)
- [X] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
crc64\_fast currently uses the \_\_attribute\_\_ constructor to choose the crc implementation to use.


## What is the new behavior?
I replaced the \_\_attribute\_\_((\_\_constructor\_\_)) with \_\_attribute\_\_((ifunc())) in crc64_fast.c

- The HAVE_FUNC_ATTRIBUTE_IFUNC flag was added to configure.ac
- The USE_ATTR_IFUNC cmake option was added to CMakeLists.txt

## Does this introduce a breaking change?

- [ ] Yes
- [X] No

Functionality should be identical.


## Other information

<!-- Any other information that is important to this PR. -->",https://github.com/tukaani-project/xz/pull/53,https://api.github.com/repos/tukaani-project/xz/issues/53,8b6c2729de315dcfe9fe437903aa9ba8cb9ead14,hansjans162
52,closed,2023-06-02 08:09:36,2023-06-07 08:55:08,2023-06-07 08:55:07,,tests/Makefile.am: add target of 'build-PROGRAMS',"Add target 'build-PROGRAMS' to only compile the test set under '/tests' and not run locally.
",https://github.com/tukaani-project/xz/pull/52,https://api.github.com/repos/tukaani-project/xz/issues/52,eab1fb5386d3d95170bdc7be1f7223483f6ffd42,duerpei
51,closed,2023-05-31 15:41:50,2023-06-06 13:34:55,2023-06-06 13:32:46,2023-06-06 13:32:46,protect against double find_package,"Boost iostream [uses `find_package` in quiet mode](https://github.com/boostorg/iostreams/blob/5fe4de84f863964f7573be1146f524886146a5d3/CMakeLists.txt#L16) and then [again uses `find_package` with required](https://github.com/boostorg/iostreams/blob/5fe4de84f863964f7573be1146f524886146a5d3/CMakeLists.txt#LL30C1-L30C49). This second call triggers a `add_library cannot create imported target ""ZLIB::ZLIB"" because another target with the same name already exists.`

This can simply be fixed by skipping the alias part on secondary `find_package` runs.

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [x] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [x] Build was run locally and without warnings or errors
- [x] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [x] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?

From Boost iostream compilation which finds XZ via config file:

```
CMake Error at C:/Temp/lib/win_x86_64_debug/lib/cmake/zlib/ZLIBConfig.cmake:13 (add_library):
  add_library cannot create imported target ""ZLIB::ZLIB"" because another
  target with the same name already exists.
Call Stack (most recent call first):
  libs/iostreams/CMakeLists.txt:30 (find_package)
  libs/iostreams/CMakeLists.txt:38 (boost_iostreams_option)
```

## What is the new behavior?

`find_package` works on the first and all folloring runs.

## Does this introduce a breaking change?

- [ ] Yes
- [x] No",https://github.com/tukaani-project/xz/pull/51,https://api.github.com/repos/tukaani-project/xz/issues/51,0d94ba69220d894d2a86081821d2d7a89df5a10b,bebuch
47,closed,2023-04-05 17:09:54,2023-04-07 12:08:31,2023-04-07 12:08:30,2023-04-07 12:08:30,Add Security Policy,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [x] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [ ] Build was run locally and without warnings or errors
- [ ] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [x] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [x] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
Not having a Security Policy file.

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: Resolves https://github.com/tukaani-project/xz/issues/46


## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->
- Add Security Policy file

## Does this introduce a breaking change?

- [ ] Yes
- [x] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information

<!-- Any other information that is important to this PR. -->
I've tried to keep the timelines of confirming a vulnerability report and fixing a vulnerability as open as possible. Let me know what you think and if this seems reasonable for maintainence.",https://github.com/tukaani-project/xz/pull/47,https://api.github.com/repos/tukaani-project/xz/issues/47,261cdef916eb047522dc316f712844be0215b2bd,gabibguti
43,closed,2023-03-05 23:55:38,2023-03-11 20:05:51,2023-03-11 17:56:04,,xz: Improve compatibility with systems without capability mode support,"When the kernel is built without capability mode support, or when using an emulator like qemu-user-static that does not translate system calls, these calls will return a negative number and set the errno to ENOSYS. However, this error does not indicate a real programming or runtime error and is generally ignored by base system applications built with capability mode sandboxing.

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

Please check the type of change your PR introduces:
- [X] Bugfix

## What is the current behavior?

xz would abort execution with `Failed to enable the sandbox` when capability mode system calls failed, regardless if the host system have capability mode support.

It is advisable that binaries with capability mode sandbox enabled to ignore capability mode errors when they are solely because the system does not have the support, this is done on many applications including OpenSSH and base system utilities.  In fact, FreeBSD have a set of macros called [capsicum_helpers(3)](https://man.freebsd.org/cgi/man.cgi?query=capsicum_helpers&sektion=3) which [wraps](https://cgit.freebsd.org/src/tree/lib/libcapsicum/capsicum_helpers.h#n153) this anti-pattern.

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: https://bugs.freebsd.org/bugzilla/show_bug.cgi?id=269185


## What is the new behavior?

xz will ignore sandbox failures caused by the kernel lacking support of capsicum mode.

## Does this introduce a breaking change?

- [ ] Yes
- [X] No


## Other information

The proposed patch modified `cap_*` calls to also check if the failure was caused by the lack of support (ENOSYS) and make it ignore it.  If possible, it's probably reasonable to just use `caph_*` calls found in `capsicum_helpers(3)`.",https://github.com/tukaani-project/xz/pull/43,https://api.github.com/repos/tukaani-project/xz/issues/43,596041a4aa89d935e45f7c5941b764036e9aab29,delphij
42,closed,2023-02-26 11:19:06,2023-02-28 07:50:20,2023-02-27 16:45:14,,project requires c99,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [x] Build was run locally and without warnings or errors
- [x] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [x] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
If the compiler uses a very old c standard as default, it will fail to build


<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: https://github.com/microsoft/vcpkg/issues/21680#issuecomment-983342257


## What is the new behavior?
Set the required c standard to C99

## Does this introduce a breaking change?

- [ ] Yes
- [x] No



",https://github.com/tukaani-project/xz/pull/42,https://api.github.com/repos/tukaani-project/xz/issues/42,83c1e7ecdb8e4efe3c347157a70a5c0818a7c2cc,autoantwort
41,closed,2023-02-25 13:44:03,2023-03-23 13:48:57,2023-03-23 13:48:52,2023-03-23 13:48:52,CMake: Allow configuring features as cache variables,"This allows users to change the features they build either in CMakeCache.txt or by using a CMake GUI.

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [X] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
CMake build cannot have the features changes like check types, match finders, encoders, and decoders.

## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->
- Features can be configured in CMake GUI or CMakeCache.txt

## Does this introduce a breaking change?

- [ ] Yes
- [X] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information
This will allow CI tests to test the different configurations, similar to the Autotools runners.",https://github.com/tukaani-project/xz/pull/41,https://api.github.com/repos/tukaani-project/xz/issues/41,116e81f002c503d3c3cd12726db8f9116e58ef25,JiaT75
40,closed,2023-02-24 15:59:54,2023-03-01 13:42:55,2023-03-01 13:42:31,2023-03-01 13:42:31,liblzma: Clarify lzma_lzma_preset() documentation in lzma12.h.,"lzma_lzma_preset() does not guarentee that the lzma_options_lzma are usable in an encoder even if it returns false (success). If liblzma is built with default configurations, then the options will always be usable. However if the match finders hc3, hc4, or bt4 are disabled, then the options may not be usable depending on the preset level requested.

The documentation was updated to reflect this complexity, since this behavior was unclear before.

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [X] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [ ] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [X] Documentation content changes
- [ ] Other (please describe): 

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: fixes https://github.com/tukaani-project/xz/issues/37

## Does this introduce a breaking change?

- [ ] Yes
- [X] No",https://github.com/tukaani-project/xz/pull/40,https://api.github.com/repos/tukaani-project/xz/issues/40,f1ab1f6b339d16a53ac53efeb97779ecd2bae70f,JiaT75
39,closed,2023-02-23 14:02:44,2023-03-01 13:51:52,2023-02-24 15:58:14,,lzma_lzma_preset() return failure with unsupported Match Finder,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [X] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
lzma_lzma_preset() will return success, even if the preset is unusable with the liblzma build.

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: fixes https://github.com/tukaani-project/xz/issues/37


## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->
- lzma_lzma_preset() will check if match finder is supported.
- Tests were updated to skip or pass if the requested preset is not usable.

## Does this introduce a breaking change?

- [ ] Yes
- [X] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information
Alternatively, this could be solved with a documentation change if we want to explicitly say that lzma_lzma_preset() does not guarantee that the preset is usable. Based on the current documentation, it seems that lzma_lzma_preset() should only return success if the preset is usable.
",https://github.com/tukaani-project/xz/pull/39,https://api.github.com/repos/tukaani-project/xz/issues/39,54b83adb2eb0b726c336ae74f09585622b774f7f,JiaT75
35,closed,2023-02-14 13:59:43,2023-02-14 16:20:50,2023-02-14 16:20:44,2023-02-14 16:20:44,Minor updates to documentation in index.h,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [X] Documentation content changes
- [ ] Other (please describe): 

## Does this introduce a breaking change?

- [ ] Yes
- [X] No",https://github.com/tukaani-project/xz/pull/35,https://api.github.com/repos/tukaani-project/xz/issues/35,9c71db4e884fd49aea3d1e711036bff45ca66487,JiaT75
34,closed,2023-02-12 22:06:00,2023-07-22 10:31:44,2023-07-22 10:31:44,,Enable CI on Windows hosts for autotools,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [X] Tests for the changes have been added (for bug fixes / features)
- [X] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [X] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
No Windows CI at all.

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: https://github.com/tukaani-project/xz/issues/18


## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->

- autotools build set for Windows added
- build is using msys2 with UCRT64 toolchain

## Does this introduce a breaking change?

- [ ] Yes
- [X] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information

<!-- Any other information that is important to this PR. -->
CMake build part is not provided as part of this PR.

Additional changes:
* bumped checkout action to v3 (not really critical, but I did while trying to understand build failure)
* fixed ""false positive"" uninitialized warning with empty in stream_encoder.c
* fixed missing include in memcmplen.h, because this include is not provided if --disable-threads is requested for build

Windows build run is very slow (comparing to others), but I don't think it could be somehow improved.",https://github.com/tukaani-project/xz/pull/34,https://api.github.com/repos/tukaani-project/xz/issues/34,e3805b4545410a305e2ef15bf8aa70b68cff64f9,arixmkii
33,closed,2023-02-08 13:45:44,2023-02-23 12:28:05,2023-02-23 12:27:59,2023-02-23 12:27:59,Improve documentation in container.h ,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [X] Documentation content changes
- [ ] Other (please describe): 

## Does this introduce a breaking change?

- [X] Yes
- [ ] No",https://github.com/tukaani-project/xz/pull/33,https://api.github.com/repos/tukaani-project/xz/issues/33,fa9065fac54194fe0407fc7f0cc9633fdce13c21,JiaT75
32,closed,2023-02-07 16:47:02,2023-02-21 12:27:28,2023-02-21 12:27:28,,Detect symver attribute support,"On Microblaze builds will fail when trying to add symver information because  `__attribute__((symver ..))` is not supported even though `__has_attribute(__symver__)` returns true.

Support for symver needs to be detected via a compile test since `__has_attribute` can report false positives [0].

Add a configure compile check for `__attribute__((symver ..))` to ensure it is supported and define a variable to advertise support.

[0] https://gcc.gnu.org/bugzilla/show_bug.cgi?id=101766#c1

## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [ ] Build was run locally and without warnings or errors
- [ ] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [x] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [ ] Documentation content changes
- [ ] Other (please describe): 


## What is the current behavior?
<!-- Please describe the current behavior that you are modifying. -->
builds targeting the microblaze fail

<!-- Related issue this PR addresses, if applicable -->
Related Issue URL: 


## What is the new behavior?
<!-- Please describe the behavior or changes that are being added by this
PR. -->

- Builds now succeed

## Does this introduce a breaking change?

- [ ] Yes
- [x] No

<!-- If this introduces a breaking change, please describe the impact and
migration path for existing applications below. -->


## Other information

I tested compiles via GCC 12 and 9 for x86_64 and microblaze targets and didn't encounter issues.

<!-- Any other information that is important to this PR. -->",https://github.com/tukaani-project/xz/pull/32,https://api.github.com/repos/tukaani-project/xz/issues/32,e4ca3578539e38995b73940bd8816ecd1c48f7e7,vfazio
31,closed,2023-02-06 13:51:54,2023-02-24 13:09:45,2023-02-24 13:09:40,2023-02-24 13:09:40,Minor updates to documentation in filter.h,"## Pull request checklist

Please check if your PR fulfills the following requirements:
- [ ] Tests for the changes have been added (for bug fixes / features)
- [ ] Docs have been reviewed and added / updated if needed (for bug fixes / features)
- [X] Build was run locally and without warnings or errors
- [X] All previous and new tests pass


## Pull request type

<!-- Please try to limit your pull request to one type, submit multiple
pull requests if needed. --> 

Please check the type of change your PR introduces:
- [ ] Bugfix
- [ ] Feature
- [ ] Code style update (formatting, renaming, typo fix)
- [ ] Refactoring (no functional changes, no api changes)
- [ ] Build related changes
- [X] Documentation content changes
- [ ] Other (please describe): 

## Does this introduce a breaking change?

- [ ] Yes
- [X] No",https://github.com/tukaani-project/xz/pull/31,https://api.github.com/repos/tukaani-project/xz/issues/31,3cf72c4bcba5370f07477c9b9b62ae33069ef9a9,JiaT75
